user_id,actual,model_preds
1568,"[  822860   825412   832678   833025   834484   840601   844165   848681
   849843   850679   855914   860776   873654   880895   882489   883404
   892531   895340   897752   899624   905333   907392   915679   918368
   923746   929562   952280   962568   985386   995785   996851  1000205
  1002558  1003421  1008435  1012284  1030251  1034619  1037340  1043416
  1050851  1055646  1057855  1068224  1075707  1076875  1079541  1082185
  1104343  1105535  1115896  1135096  8290587  9487606  9526159 12330557
 12731432 12946027 13910315 15452032 16809649   848319   883299   884685
   904937   914190   941560   962671   993638   998373   999250   999270
  1021549  1027090  1028296  1055168  1055863  1092588  1106523  1123146
  1137284  5590158  6534436  6772950  9368371  9368501   819112   826249
   845677   852864   870929   916122  1015532  1042907  1050038  1051323
  1076635  1110793  1125904  1127025  1133018 12132315 13007117 15972074
   969866  1070702  1095719  1135258  6039732 10285106   847634   972312]","[923746, 826249, 1112598, 1022827, 830156, 914190, 877226, 1041796, 9553031, 1125391]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1572,"[  868764   874617   892920   909329   931136  1039156  1048185  1050883
  1085658  1107319  1126899  1133018  9361956 15926844 15972905]","[1044068, 1059308, 9835509, 12301073]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1578,"[  873203  1037894  1110764 15926775   834484   860776   863479   865456
   903325   914190   918368   961554   968164   968759   987562   999625
  1009333  1054683  1055835  1065538  1084331  1103629  1131384  5563693
 12386122 17214944   821083   826609   826666   827180   830568   834631
   839243   840640   845622   846830   859075   863519   872382   876750
   883932   897125   899470   903123   905809   916122   931255   936374
   938700   951855   958700   964011   965719   973861   976998   995785
  1001266  1012816  1022003  1022981  1029743  1041259  1055646  1060005
  1065941  1068708  1070566  1074608  1075313  1075470  1082185  1092885
  1104856  1107080  1108854  1120928  1122115  1122413  1124342  1126252
  1129576  1139827  5565675  5569327  8090509  8090537  9245106  9419957
  9420353  9835960 10204556 12810393 13777408 13877197 13910288 15972298
   828106   829852   837304   865174   866528   868430   869150   871652
   900021   903261   909618   921504   932863   952781   962568   970481
   979098   999858  1014999  1039589  1042628  1043590  1044805  1045285
  1046689  1098066  1110218  5565369  5568489  5569230  9187298  9677748
 12172071 12731518 15452613]","[1038217, 1076875, 1136257, 862139, 945090, 873203, 827180, 1139827, 1005186, 1075368]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1580,"[  866950   886125  1050851  1051305  1106301  9527158  9527487 15506577
   884897   917277   929433  1132770   826790   827361   828727   871162
   872417   913144   931532   934639   979566   995785  1004705  1006188
  1096635  1097602  1105623  1133827  1134143  9707137 10285003 15926725
   857849   883404   825412   861272   869054   878234   991379  1124729
  6463658 12380603 15972414   946788   851508   861603   882441   903230
   920308   921836   953807   989354  1012406  1022872  1029743  1057513
  1075175  1079987  1080331  1093413  1095100  1096036  1124403  5585742
 13213108 14112236 15596423 15597005 15716368   994928  1033615   865330
   910333   916159   941295   946839   952981  1043563  1088628  1118393
  1007191   839147   840361   905636   948232   970792   995242  1037863
  1061220  1111072  1123014  1130858  8019716 17248297]","[994928, 1043590, 857849, 1132770, 903230, 1023958, 920308, 962118, 882441, 999971]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1585,"[  826144   854852   970202  1005961  1124551  6534178   878184   912287
  1040788  1110111  1111786  1123201  1131985  8119157  8353101  9885426
 10182862 12488035 12648705 13213604 15801279   906680   952146  5572828
   820347   851528   856202   929726   951164   986021  1015548  1034413
  1046756  1082185  5567702 16733706   870515   908436   914557   917654
   960744   977199   995478   998620  1005921  1007082  1015448  1049454
  1067419  1073506  1101002  1128043  1135476  6979192  7147475  8293343
 10285133 12384564 12524662 13008103 13513126 13842090 15741060 15925186
 16728894 17249767]","[1107553, 1011300, 1058997, 1126899, 5569471, 5568729, 1123436, 1110409, 13842214, 13842090]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1588,"[  833179   901287   908531   923746   977344   997404  1088390  1089574
  5592694  8198188  9547021 13157928 14110628 16809367   980853  8181477
 12487568  6534178   820165   833025   839094   841016   847270   863493
   916122   998230  1008820  1022254  1028816  1030896  1033578  1036501
  1048046  1052912  1070538  1079528  1106121  1116821  1132231  1137688
  5563768  6034857  6602697  7160529  8203451  9245004  9416688 12670071
 12670635 13039102  1003188  1135277]","[862349, 866211, 962568, 901062, 961554, 854852, 1137688, 1022254, 861792, 9547021]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1591,"[  833436   850841   854852   862139   880427   896085   920963   986947
  1000237  1014054  1055015  1062002  1070820  1082185  1092040  1100322
  1108092  1130458  1135768  6039759  6979089  9221349 12132322 12352204
  6534166   826249   945456  1038663  1124475 12487982  1005186  1071214
 14050714  1091365   824005   824305   825494   828993   862349   884686
   902172   916993   929668   930118   932106   984705   987562   989195
   991874   995785  1000228  1001827  1011578  1012941  1013770  1059527
  1064908  1068957  1074405  1077410  1096343  1118281  5567601  5978648
  5978656  5979740  7025326  7443498  9552761  9677052  9837058 12524273
 13115643 13512034 13512055 13512739 13876912 14106445 15926507 16766191
  1032427  6534178]","[840361, 1108092, 862349, 916993, 1070820, 850841, 1044805, 1135768, 862139, 993466]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1595,"[  854607   857283   858419   906309   959316   971922  1005186  1006250
  1006555  1031584  1037096  1038894  1038985  1040935  1063373  1070463
  1081189  1084331  1110042  1135834  7100964  9242397  9677366 13115501
 13381631 15572891 15741823   833648   849202   993638  5568489]","[987562, 883202, 1072968, 930344, 902396, 1110042, 1137775, 933835, 971922, 959316]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1604,"[  832678  1051211  9527158   856772   980263 13672124   865354  5581335
 15972074  1022003  9526886   944486 12781869   874750  1136958  1050229
 15926712]","[1051211, 832678, 847344, 1022003, 856772]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1609,"[14025268   865705   866211   872137   883932   892728   899115   913214
   935393   959179   986947  1010185  1029743  1040693  1045150  1055737
  1082185  1106428  1127831  6632283  7025196 13876901   842762   972235
  5564605  5564955  6533889   823704   830503   834484   844282   855672
   859160   860776   861701   862725   868683   874149   912620   942525
   950206   951590   955075   977543   979707  1012284  1013167  1027191
  1029549  1037965  1039840  1046816  1056267  1072843  1135476  1136257
  5569230  6514305  6534482  6978917  7168224  7440663  7442008  8177622
  9396835  9526563  9527158 12484608 12988031 17105058  6534166   822259
   837569   837677  1111129  1137775  7110357  8064946  8358946  9396764
  9835695  9837065 14077381 14077524  6704035   822046   863479   863885
   885023   885253   898034   926320   932242   965502   977344   989683
   998119  1051001  1057377  1094228  1101173  1110843  5565322  6513658
  6602501  6602504  7167218  7441210 17105627   993233   993638  1070820
  5584847  5586076  5588238  5590287  6533608  7167857   869904   992542
  1022003  1032043  1108994  1111116   820165   828353   873801   909714
   966684  1055297  1070803  1074524 12384565   925863   987044  1024731
  1115576  1116096  5584027   828393   840890   857503   858727   865174
   866082   877958   901367   916821   962568   981760   983316   983858
  1110483  1120297  1121427  5580793  7407023  7440665  8090491  9526886
 10142276 13777208 13876346 14025500 15629735 15972392   843418   852856
   868548   904813   910032   914190  9446139   830783   832678   834435
   847521   907309   962206  1041381  6391152  6961492  9670830 17284209]","[5569230, 951590, 977344, 1070820, 914190, 885023, 865705, 872137, 1024731, 1010185]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1618,"[ 6534178   828857   834826   836645   850676   858967   878996   887393
   888178   895070   899019   903325   927851   961554   968269   979707
   981760  1006184  1010681  1018050  1023093  1051211  1077555  1082185
  1112963  1117403  1119289  1138443  7025114  9827950  9858936 13190390
 15830875 15831480]","[862349, 1070820, 895070, 828857, 1010681, 893221, 7025114, 887393, 971922, 944836]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1627,"[ 6533765  6534178   829495   842350   861184   865330   880427   886812
   920654   978413   981521  1084796  1093010  1096315  1133169 12352203
 13776981 14050736 15596563 15716933 17328377   902856  1119993 15863656
   894236   934639  1038745   835300   842886   845208   857503   878996
   896672   909714   920752   924006   927191   932179   962782   968932
   970160   985493  1009518  1020208  1024065  1029743  1029968  1031476
  1068292  1068562  1071632  1082185  1085476  6391340  8019416 13911303
 13911564 15971520   844806   862863   938222   956067  1045952  1127758
 12453425 14106445 15716864 16769658 16769686 16769918]","[12524174, 995852, 1011926, 939636, 1105488, 860776, 903325, 834484, 1117514, 847270]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1631,"[  967461  1035676 13511803  1120362  9296919   955659  5569327  8292899
   837644   844165   857697   861494   883404  1025816  1048237  1065061
  1076875   957013   958154   973042   995880  1026162  1029743  1041761
  1043590  1057762  1074868  1091246  1115529 12263439 15592590   844179
   991948  1011876  1120741   923373  6463658 13775320   833723   913202
  9527487  1113588  1132204  8090509  8090537  8090565 13133815 15926712
   963029 15926840   845774   913699   968687   969836  1017201  1118393
   879755  1085604   823721   827667   836286   851676   862582   869077
   869577   870547   885863   892008   908318   908531   911215   918368
   930917   933060   936594   947798   951526   952981   964968   965889
   979707   989075   992622  1016421  1024581  1053763  1066391  1068719
  1072706  1076135  1077703  1098191  1104205  1105616  1105816  1108168
  1120443  1127338  1130858  1132911  6391436  9835903  9859133  9913434
 10457532 12301405 15574281   849274   868075   874736   916767   953476
   955043   962118   968417  1004596  1019078  1023466  1044078  1049735
  1065593  1073150 10254581 12262992 13910885 14025503   866227  1089766
  1124342   839147  1124729   844839  1094371   826249   833935   837579
   868015   878128   922907   937736   938547   938700   961269   963228
   980727  1030819  1062404  1070214  1098066  1100658  1131321  1133827
  9297136 10284972 13213342 15452857]","[883404, 908531, 826249, 5569327, 5592931, 874736, 1076875, 983584, 1113588, 932298]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1633,"[  826249   827180   828867   831509   833025   834484   842886   854852
   867140   883003   883932   892018   893501   900586   933835   945998
   951590   957736   959316   976597   976998   997128   999913  1013503
  1013746  1026550  1028926  1029743  1033562  1037451  1040807  1040935
  1044207  1053690  1065167  1076738  1085586  1087102  1093839  1111498
  1115577  1119051  1120361  5565356  7025362  9487553 15574281 15926711
 17104889   876991  1135834   922907   923746  1080331  1138682   894426
   829802   829972   839225   844179   859075   869344   874733   894447
   906646   914577   920654   930179   931671   933272   961458   962568
   983260   993689  1004906  1028891  1064213  1068708  1081533  1082185
  1086560  1090676  1095068  1101010  1134678  1135802  5569376  6979806
  7443232  8015407 10121610 13008334 13115554 14110767 16100433  1092724
   908846 12731518 12731632   832442   850157   856857   861021   861499
   885586   902167   925364   929668   937292   940731   943054   962206
   994262  1044511  1055294  1062002  1070727  1075470  1077975  1085095
  1134738  6423890  9859219 12301109 13007846 13115968 13213246 13986925
 13987006 13987135 15716729 16200738 17291347   820165   825618   827218
   842522   846907   851528   855454   858711   870780   872417   916993
   942348   951102   956200   960791   973693   992922   993638   995965
  1002739  1008625  1012913  1018740  1020784  1020962  1023729  1030409
  1040788  1062660  1067928  1086727  1087366  1116190  1117414  1130692
  5569845  5978656  9188792  9707461  9837092  9885520 12263279 12524512
 12810436 13133557 13213271 13876878 17320263]","[826249, 859075, 951590, 914190, 1135834, 969687, 1020962, 922651, 831536, 865026]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1634,"[15927327   854042   855468   878637   944249   948756   999360  1022003
  1029743  1081853  5569327 13911119 15452531  1007136   844424   881328
   882441   920971   947798   949965   958695   999971  1003188  1008324
  1009437  1044078  1097815  6034953]","[883404, 8090537, 844165, 5569327, 953476, 922907, 6034966, 976998, 839188, 999971]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1648,"[6534178  873654  927379  931255 1019212 1036159 1068224 1075998 1081200
 1132771 5567331 5568320 5592585 6514199 8156774]","[1106523, 985699]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1649,[1082185 9420082  883202  929726 6391381 9487603],"[6391381, 1035843, 916122, 1112205, 866211, 5578547, 1062002, 854852, 834484, 847270]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1650,"[  872386  1119196 14025006   903325   906017  1013572  1062340  9707506
 16766358   826385   854852   918335   921836   922189   932503   951221
  1076195  1110142  1139651 13039088   819840   828935   848071   925112
   987838  1005456  1026586  5995017]","[1081177, 962568, 1037863, 6034857, 834484, 995785, 1101956, 870515, 854754, 9837501]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1653,"[  985234   989354  9527159   880460   881154   883218   949116   951348
   963502  1022119  1041616  7025046  7025088   820165   894236   976065
  1043971  1082185   878637   910745   935646  1054323  1055572  1079542
  1089888  1110793  5568489  5569845  5570383  6534077 12452939  6534178
   837569   850990   857849   873654   889919   896369   902377   923746
   975644  1068719  1079541  1080014  8090537  9836140 13416113 15452902
 15926886 15926927   828278   828935   834484   866149   870843   883003
   892008   899624   939103   952981   968018   971486   971922   990209
   994315   995816  1012406  1017535  1044895  1057762  1062001  1070702
  1077512  1084567  1092552  1094352  1101858  1119051  1137688  1138443
  6034857  6034964  8090993  8118708  9677861 13189991 13987006 13987135
 15972113   826952   855468  1046055  6391436   938255   826249   845208
   847789   860776   887474   903325   921836   965766   994928   999971
  1029743  1041531  1055646  1094308  1097603  1105616  1124507  5584913
  8090539  8090600 13910669 13944371 15716671  1119946 15831407   833754
   867931   924804   926087   951590  1031260  1067419  1095645  1120443
  1133877  7166890   907132   915621  1006250  1051323  1062340  1115576
  9546982   823721   844332   858424   866172   868683   869500   914577
   925483   933835   937845   938700   954006  1013321  1031833  1038684
  1058779  1070845  1074697  1113780  1126683  8159215 12301073 12301109
  1116914  1124323   820961   831407   834929   857283  1020682   840601
   847994   865456   890283   907652   977093  1011572  1082627  5568378
 15926712]","[908531, 1096036, 1037340, 963502, 7410290, 999971, 5587938, 9707137, 995852, 1044895]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1662,"[  827261   830647   832001   840386   840510   845992   847637   854754
   860174   860776   861511   866211   869728   874604   878996   879280
   888275   892503   895606   896672   897007   902292   904833   905868
   905913   909002   913459   916575   919644   922127   922281   924273
   931775   934383   945611   949431   956040   961554   962777   962782
   965963   969932   974619   981760   987964   991223   995785  1000707
  1003738  1006878  1007244  1008421  1037332  1037863  1041259  1041766
  1044472  1048352  1053612  1053730  1062340  1065593  1067820  1085803
  1101445  1104349  1110793  1123086  1126699  1126899  1132231  1135476
  1137573  1138854  1139634  5570383  5577022  6034857  6533362  6533608
  6534030  7432219  8293385  9297614  9676767  9803579 12324952 12781498
 13213470 13378876 13512004 15926507 16058664   859427  1098844]","[1126899, 865156, 888275, 992986, 993639, 5577022, 880427, 1055425, 916122, 985999]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1676,"[  821174   824305   830960   834484   835236   848268   860640   874149
   885710   888586   897178   903325   907099   911614   961584   965766
   983507   992986  1004906  1006878  1013187  1026258  1027691  1028816
  1035788  1041259  1046816  1066787  1069621  1071757  1083070  1091858
  1104414  1108024  1113261  1116413  1134769  1135971  1138854  5978648
  6442443  6463727  6514121  6632301  6979437  8155886  9419915  9526383
  9526537  9803862 13213181 15452901 15687001 15740944 15972226   844165
   850990  1074524   819840   845208   848071   852035   855672   860776
   865216   873887   882305   885023   889248   895163   904148   908846
   922895   923138   924014   935632   944137   970030   974306   976199
   984631   991874   995785   998049  1009046  1024584  1027168  1028953
  1044259  1048237  1086858  1095001  1097348  1098248  1100927  1115820
  5978656  6034857  8118506  8160430  9297062 13510934   824005   828283
   835783   842698   844656   847270   858189   868499   870631   881216
   881916   886941   887102   894968   895268   902167   906625   939831
   940338   953713   966108   968215   968759   972555   988675   989919
  1000148  1000586  1007238  1018339  1037451  1038217  1046756  1048299
  1059347  1077069  1112326  1121763  5569266  5592773  5995447  6034964
  9296836  9677067 10356532 12984929 13093050 13417954 15927023  1021164
   825541   826272   826969   870515   871324   871574   874733   880147
   883446   887356   896749   898554   913425   941180   944425   948368
   948788   954875   960278   972191   977093   994510   994685   998119
   999090  1001412  1002141  1009246  1011926  1027039  1037863  1039081
  1039682  1041157  1061229  1082185  1098310  1111786  5567876  5569471
  5569845  9553047 13510921 15596344 15926927 15927266 17290664]","[1058404, 856345, 872137, 1006878, 999318, 925862, 997907, 907099, 1011926, 894968]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1677,"[  819927   823721   826695   850820   881706   893039   936117   957839
   964262   981760   990694   995242   999858  1001266  1017718  1028473
  1033142  1036409  1050482  1075214  1076738  1078763  1082454  1094955
  1096795  1100552  1106064  1126703  1135822  5568378  5568489  5569845
  5581232  6534035  6534480  7167441  7443221  8019186  8090509  8090521
  8091299  9333437  9570062  9835509 12696208 12987975 13038977 13511762
 15716073 15926927   851528   858001   900262 15596430   821032   834826
   844991   850745   872137   885290   888054   899565   901460   927851
   937928   939312   960253   969977   981374   996009  1003188  1004906
  1012701  1014238  1029743  1049296  1051071  1051316  1051637  1069334
  1072917  1106331  1116180  1118244  1120443  1125219  1125892  1132231
  1135971  5568011  5568382  5568758  5978656  7442008  7462562  9368279
 12172239 13377353 15925334   835431   862318   939605   952624   982493
  1011736  1022097  1027569  1053628  1062886  1075637  1137824  6513658
  6632785  9935349 12188587 12384737 13381775 15736861 15973135 16223114
 15742124   825882   836703   843450   856772   892531   911812   913785
   932863   998352  1026135  1093334  1101175  6423972  9653714 10309765
 15595804   828106   854852   865174   898612   913089   935933   959737
   960791   999730  1026292  1051379  1109371  1134522  1135634  5568729
 13115580]","[5568378, 965766, 885290, 872137, 911812, 822178, 7462562, 7442008, 6534035, 957839]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1678,"[  940217   944836   981086   987562  1027168  1039505  1077048  1090931
  1106523  1120526  1136257 15972099   849129   967461  1035676]","[], Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,,                            15926886]"
1680,"[  872568   916122   934307   960484   990284  1002832  1011609  1037337
  1084972 15597061  1102959  6423911  1005186  1006184  1016782  1022003
  1053754  1064380  1070702  1110692 13133917 13377247 18000012]","[1006649]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1686,"[  883404   896369   893718   935993  1001148  1017325   986912  6919433
   825365   844179   925626   968713  1099744  8359154 13512017 13877054
 15972011   849843   921504   959316   993680  1059702   909472  1022003
 13910824 13911303  1005186  1071330 12781680   826385  1074775  9526430
  9526892 13213015 13910337 15972705 15972710]","[883404, 6919433, 931672, 1084968, 1031923, 986912, 1005186]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1689,"[  838282   965331   975649  1013259  1017325  1029504  1038894  1039842
  1055168  1084331  1112139 13190294 16122466   834631   845208   845262
   862714   866548   896761   910745   918733   935008   936634   961554
   967065   968417   978077   995785   998185   998363  1015815  1016276
  1029171  1029743  1038217  1051323  1054654  1070463  1095040  1096036
  1113588  1113792  1118533  1138487  8203851  9485347  9836903 13115727
 13115890 13416185 13671759 15717072 16809431]","[883404, 994928, 1038217, 1055168]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1692,"[  835864   909638   919948   994928   995242  1009969  6463477  7142937
 13212994 13910020 15972074 15972557   820165   823704   831506   837304
   838602   845537   857849   887342   907892   908181   914190   935284
   953278   985105  1003421  1009200  1013623  1026011  1047321  1048851
  1065758  1099316  1115360  1119879  1130763  1131550  5592734  9833277
 10285144 12188436 12695224 13115790 13909962 13910627 14077457 15452812
 15971717   821344   861819   916487   930918   987006  1014599  1025468
  1038217  5565265  5572828  6773099  8357418  9195089 13213209 13512719
 17104786 16769730 17249370]","[1085604, 908531, 1133018, 1038217, 1001702, 1077555, 1076056, 999971, 911470]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1693,"[  835098   847270   860776   885356   900802   909714   913785   948495
   948832   963953   985999   996123  1028816  1096099  1108168  1126899
  1137726  5568378  5572000  8292899 10149852 13095122 13133916 15449399
 15449616   984140   819840   835616   838712   840103   865196   885463
   885858   890533   899624   901062   902167   905550   919218   931671
   937737   947220   956109   977545   995785  1005186  1010051  1013770
  1025326  1039423  1040693  1047226  1048620  1066069  1083043  1092639
  1109598  1129949  1135044  5995692  6553737  9913338 10356251 12731704
 13007435 13008412 15830451 17179012   878996   901666  1082185  9833335
 13417954   883404   911470   914513   956672   973673   981944   994685
   995311   998328   998506  1027168  1048260  1056933  1063344  1066480
  1101907  1102949  1113792  1116741  1131321  1138125  5569327  6904786
  7410342  9296965 13006921 13115703]","[1126899, 1075313, 1053875, 993466, 6391381, 880427, 1116741, 1003188, 985999, 962568]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1694,"[  831018   833723   835098   838487   841228   849264   852182   863337
   866292   879143   886965   889319   906502   914826   928733   947654
   951590   952317   972931   973693   977499   983584   987562   989069
   990797  1009017  1012523  1025611  1041829  1050543  1063578  1070015
  1074405  1075315  1079976  1080110  1084331  1085604  1113588  1115228
  1116068  1116460  5568995  5569230  5570048  6463658  7410215  7410343
  9677149 12301109 13072968 15596617 15926887 15973258  1013794  1018397
  1030981  1134210  5978656  6039859  8204682 14050536  6533765  6534178
   833715   836758   840361   844179   845208   847982   857283   865303
   866140   868727   870929   871652   896974   906183   908649   911675
   911915   913785   952408   955403   957839   962185   966494  1002787
  1003159  1003421  1016709  1026118  1058779  1087102  1110572  5565866
  8019716  8090513  8090521  8090537 14025461 15596858 15926863  1055863
   827667   886803   897409   967948   973673   985893   989075  1023466
  1029624  1043590  1087916  1096343  1100975  1103629  1118393  1139202
  5587938 10456655 12349850  1116635   819978   842286   858702   865528
   880150   889551   891217   939097   947798   995722  1013321  1017041
  7410017 12781725]","[908531, 1068719, 1053690, 859075, 994928, 8090537, 1038217, 913785, 840361, 867188]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1695,[13008327   917277  1103705],"[989101]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1707,"[  861445 15972003 15972314 15972639   831063   839094   873654   891748
   920426   932242   995242  1004906  1031740  1044895  1062097  1068719
  1069806  1089021  6442716  6602252  9270757  9419441  9836637 12456474
 13777104 17241438   960503   970605 10254716   857849   881121   898847
   918907   962229  1025533  1096783  1104227  9677236  9884484  9884675
 10311911 12263626 13842090 13842214 15973091 16809142 17330421   840173
   877288  1039840  7441679  7442317  8358028 10255006 12604735 15553644
 15716785 15927292 15971716 16733580 17242559   863802 13911626  1028891
  5578840  9245364 12262735 12984573  1082702 12188045 12263234  1085604
  1029743  1139714  7442008 15926885  8358895   898764   843076  1014482
 17106039  6534545  5565905  8359168 15972518   834993   861973   927191
   945324   951469   951703   963727   993544  1029146  1054567  5566200
  8181507  9419648  9553142 10254584 12263788 12263907 13877052 15511396
 15740900 15830211 15830982   932825  1075310 13416954   870608   946681
   986727   989101  1021324  1074333  1110111  1137346  9803545   936508
  7147783 13190351 17328582]","[1085604, 861445, 13842214, 13842090]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1708,"[  860975   951590   990865  1024293  1029743  5577503  8358239 15796837
 15830424 15972557   822407   825670   832678   865528   868972   889912
   892978   895680   944534   947068   956599   957736   969205   969568
   975974   977798  1004390  1012816  1017418  1022003  1037863  1077490
  1082185  1092120  1101174  1102067  1121603  1137899  5568322  6396563
  7130924  8276172 10456458 12731714 12810393]","[923746, 994928, 989935, 951590, 8249365, 924610, 919534, 1123556, 896613, 878996]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1710,"[  840361   993466  1082185  1106523  1116349 13007355 13008334 15452339
   830973   832746   834484   838712   848071   852601   866211   869048
   888666   897975   902027   916122   941472   950271   952568   987838
   990072  1014948  1027092  1045150  1051468  1065705  1074014  1076065
  1095115  1110255  1123454  1126899  1134635  5575892  5584007  5585635
  6039592  7167857  8069374  8090440  8157828  8293385  9419736  9524511
  9526274  9676944  9677052  9677791 10284966 10356243 12352204 15927513
 17207393  6534178  1053988   820301   822646   838539   838882   840227
   849315   854852   858373   860776   866227   868683   870780   878996
   945273   995242  1058997  1088856  1104227  1115175  9677366  9803862
  9859060]","[1023196, 880427, 989157, 860776, 903325, 1119405, 1046262, 827999]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1720,"[  828114   830503   834484   837644   850044   856215   861272   872342
   880168   883268   895063   905426   909714   913210   916381   935706
   936215   951590   961554   961791   962568   966170   968363   968732
   990688  1018588  1025641  1039781  1048848  1049695  1070820  1071342
  1071939  1077359  1095926  1103556  1103629  1133072  5577022  5591083
  5592094  6514160  7410015  8358356  9242918  9297201 10149647 10204392
 12263733 12523966 12781666 15716745 17104444   878285   927783   957951
  1074449   820560   905582  1003600  1090953  1115175  7025193 12132513
   847270   897954   916122   987259  1004341  6464212  9445919]","[826249, 859075, 951590, 1070820, 914190, 881883, 5568729, 865705, 828143, 7155863]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
1722,"[  821565   823098   823990   833241   845082   845265   871252   877935
   878290   906335   916122   923746   926065   970028   984575   987562
  1013321  1039937  1043128  1052046  1065593  1096343  1113900  1119051
  1126899  1130858  5587938  6548453  7409970  8293447  9487603  9655097
  9878513 10281600 13115700 13115914 13775061 17208470   820321   897953
   948622   968847   971504   997725   999134  1004906  1097382  1125943
  8358100  9420102   827079   840361   882941   976065  1041531  1076056
  1123536  7168233  7433222  8273833 16809018   853998  1049788 13510889
   993466  9836912   827050   839188   860776   941180   949542   976300
   992786   994928  1006184  1017205  1022981  1027569  1051516  1053612
  1058997  1065556  1068957  1075313  1077410  1079987  1102090  1104109
  1112087  1116601  1124507  1132343  5565265  6979220  8119319  8358383
  9194383  9859128   847789   912166   914476   916487   941658  1057855
  1071027  1082141  6534178]","[994928, 1065593, 1058997, 1126899, 878290, 897953, 859010, 966695, 905913, 838347]
Categories (3231, int64): [818980, 819063, 819255, 819304, ..., 15831255, 15926775, 15926844,
                           15926886]"
